clip_simple,clip_sft,clip_lm,clip_dpo,aesthetics_simple,aesthetics_sft,aesthetics_lm,aesthetics_dpo,ir_simple,ir_sft,ir_lm,ir_dpo
1.0,1.0,1.0,1.0,0.4596388041973114,0.4692065715789795,0.46130338311195374,0.4692065715789795,-1.5198928117752075,-2.0648419857025146,-2.1535656452178955,-2.0648419857025146
1.0,1.0,1.0,1.0,0.45721474289894104,0.4509895443916321,0.4444032609462738,0.45425841212272644,0.8711854219436646,1.102310061454773,0.3626226484775543,-0.5124165415763855
1.0,1.0,1.0,1.0,0.4528938829898834,0.44425857067108154,0.4430876076221466,0.45364657044410706,-0.3784874677658081,-1.1318317651748657,-1.1924916505813599,-0.3114396929740906
1.0,1.0,1.0,1.0,0.43589314818382263,0.42061272263526917,0.4537832736968994,0.45541954040527344,-0.6473565101623535,0.7749758958816528,-0.47358566522598267,-1.3324514627456665
1.0,1.0,1.0,1.0,0.45315971970558167,0.45782095193862915,0.4572770595550537,0.4451015889644623,-1.7277806997299194,-1.6263988018035889,-1.4594095945358276,-2.0818593502044678
1.0,1.0,1.0,1.0,0.457123339176178,0.44818350672721863,0.4510912597179413,0.4600890874862671,1.5697431564331055,1.142478108406067,0.4458772838115692,0.20243586599826813
1.0,1.0,1.0,1.0,0.42754417657852173,0.4625471234321594,0.463818222284317,0.46178993582725525,-1.2296664714813232,-0.05576203763484955,-0.4351346790790558,-0.1354966014623642
1.0,1.0,1.0,1.0,0.4264843165874481,0.4376203417778015,0.4473954439163208,0.4426751732826233,-0.684386134147644,0.7099705338478088,-1.0231833457946777,-0.8118640780448914
1.0,1.0,1.0,1.0,0.41816017031669617,0.41262924671173096,0.4246649742126465,0.43738460540771484,-0.7788980603218079,-0.8632340431213379,-0.6921350359916687,-0.23467668890953064
1.0,1.0,1.0,1.0,0.454603374004364,0.447847455739975,0.45895150303840637,0.454999715089798,1.0181090831756592,1.3729488849639893,0.9560717940330505,-0.3070158064365387
1.0,1.0,1.0,1.0,0.45364657044410706,0.4379095435142517,0.4370238780975342,0.43071049451828003,0.6522072553634644,0.5880048871040344,0.5603072643280029,0.3932078182697296
1.0,1.0,1.0,1.0,0.4517146646976471,0.4448814392089844,0.4422016441822052,0.4577265679836273,-0.11626829206943512,0.6545830368995667,0.3928692936897278,0.1906632035970688
1.0,1.0,1.0,1.0,0.4569510221481323,0.46214964985847473,0.45125213265419006,0.4554854929447174,-0.610741913318634,-0.15798257291316986,-0.23119240999221802,-0.07936352491378784
1.0,1.0,1.0,1.0,0.447337806224823,0.4366663992404938,0.4457586109638214,0.45291686058044434,-1.1326570510864258,1.9318760633468628,0.45375803112983704,1.8161413669586182
1.0,1.0,1.0,1.0,0.43652957677841187,0.4597514569759369,0.4703892767429352,0.43341538310050964,1.179755687713623,0.8894140720367432,1.6155849695205688,1.6749694347381592
1.0,1.0,1.0,1.0,0.4459199905395508,0.4399060010910034,0.4522058665752411,0.46153968572616577,-1.3707088232040405,-0.19371134042739868,-0.6880127787590027,0.10280554741621017
1.0,1.0,1.0,1.0,0.4692065715789795,0.4242299795150757,0.41110759973526,0.4414199888706207,-2.1551146507263184,0.9106342196464539,0.20894606411457062,1.168737769126892
1.0,1.0,1.0,1.0,0.43073880672454834,0.4409603178501129,0.40934640169143677,0.4381040036678314,0.3350472152233124,0.015424888581037521,0.41603705286979675,0.3875485062599182
