clip_simple,clip_sft,clip_lm,clip_dpo,aesthetics_simple,aesthetics_sft,aesthetics_lm,aesthetics_dpo,ir_simple,ir_sft,ir_lm,ir_dpo
1.0,1.0,1.0,1.0,0.4439528286457062,0.4494737982749939,0.4616670608520508,0.45968177914619446,1.482657551765442,1.5339068174362183,1.2990670204162598,1.6270761489868164
1.0,1.0,1.0,1.0,0.4695848822593689,0.43694764375686646,0.4219631850719452,0.4480454921722412,0.9000399112701416,1.0102190971374512,0.6445348262786865,1.7322758436203003
1.0,1.0,1.0,1.0,0.4552297592163086,0.4510985016822815,0.4439222812652588,0.4326162040233612,1.1764196157455444,1.2927347421646118,0.9327462911605835,1.4381884336471558
1.0,1.0,1.0,1.0,0.44653743505477905,0.45711201429367065,0.4579997658729553,0.46266570687294006,0.7528223395347595,1.8237000703811646,0.7993528246879578,1.754785418510437
1.0,1.0,1.0,1.0,0.43026429414749146,0.44839251041412354,0.4296692907810211,0.4377736747264862,1.6640214920043945,0.9039385318756104,1.4369256496429443,1.541670322418213
1.0,1.0,1.0,1.0,0.4468085467815399,0.44715118408203125,0.4302000403404236,0.4692065715789795,1.5488438606262207,1.599388837814331,0.4508281350135803,-2.280156373977661
1.0,1.0,1.0,1.0,0.4385002851486206,0.4550338387489319,0.4421407878398895,0.4633898437023163,0.53360915184021,1.2712676525115967,1.2557263374328613,1.42882239818573
1.0,1.0,1.0,1.0,0.43665575981140137,0.43805161118507385,0.45470714569091797,0.44573459029197693,0.3034771680831909,0.5836450457572937,0.6169528365135193,-1.169388771057129
1.0,1.0,1.0,1.0,0.4349197447299957,0.4562305510044098,0.4561570882797241,0.4340951144695282,1.4345896244049072,1.2576366662979126,0.07691191881895065,0.9563873410224915
1.0,1.0,1.0,1.0,0.4337092339992523,0.4388090670108795,0.4469396770000458,0.4277922511100769,1.726585030555725,-0.14057941734790802,1.9199936389923096,1.7282545566558838
1.0,1.0,1.0,1.0,0.43908238410949707,0.43879327178001404,0.4463796019554138,0.43655452132225037,1.481935739517212,0.9340642094612122,0.1944945901632309,0.73388671875
1.0,1.0,1.0,1.0,0.45887666940689087,0.4306739270687103,0.4386128783226013,0.4456143379211426,0.9245918393135071,1.0742543935775757,0.5196977257728577,1.566247582435608
